date,avg discharge (cfs),outflow(m3/d)
1998-02-12 00:00:00+00:00,,
1998-02-13 00:00:00+00:00,,
1998-02-14 00:00:00+00:00,,
1998-02-15 00:00:00+00:00,,
1998-02-16 00:00:00+00:00,,
1998-02-17 00:00:00+00:00,,
1998-02-18 00:00:00+00:00,,
1998-02-19 00:00:00+00:00,,
1998-02-20 00:00:00+00:00,,
1998-02-21 00:00:00+00:00,,
1998-02-22 00:00:00+00:00,,
1998-02-23 00:00:00+00:00,,
1998-02-24 00:00:00+00:00,,
1998-02-25 00:00:00+00:00,,
1998-02-26 00:00:00+00:00,,
1998-02-27 00:00:00+00:00,,
1998-02-28 00:00:00+00:00,,
1998-03-01 00:00:00+00:00,,
1998-03-02 00:00:00+00:00,,
1998-03-03 00:00:00+00:00,,
1998-03-04 00:00:00+00:00,,
1998-03-05 00:00:00+00:00,,
1998-03-06 00:00:00+00:00,,
1998-03-07 00:00:00+00:00,,
1998-03-08 00:00:00+00:00,,
1998-03-09 00:00:00+00:00,,
1998-03-10 00:00:00+00:00,,
1998-03-11 00:00:00+00:00,,
1998-03-12 00:00:00+00:00,,
1998-03-13 00:00:00+00:00,,
1998-03-14 00:00:00+00:00,,
1998-03-15 00:00:00+00:00,,
1998-03-16 00:00:00+00:00,,
1998-03-17 00:00:00+00:00,,
1998-03-18 00:00:00+00:00,,
1998-03-19 00:00:00+00:00,,
1998-03-20 00:00:00+00:00,,
1998-03-21 00:00:00+00:00,,
1998-03-22 00:00:00+00:00,,
1998-03-23 00:00:00+00:00,,
1998-03-24 00:00:00+00:00,,
1998-03-25 00:00:00+00:00,,
1998-03-26 00:00:00+00:00,,
1998-03-27 00:00:00+00:00,,
1998-03-28 00:00:00+00:00,,
1998-03-29 00:00:00+00:00,,
1998-03-30 00:00:00+00:00,,
1998-03-31 00:00:00+00:00,,
1998-04-01 00:00:00+00:00,,
1998-04-02 00:00:00+00:00,,
1998-04-03 00:00:00+00:00,,
1998-04-04 00:00:00+00:00,,
1998-04-05 00:00:00+00:00,,
1998-04-06 00:00:00+00:00,,
1998-04-07 00:00:00+00:00,,
1998-04-08 00:00:00+00:00,,
1998-04-09 00:00:00+00:00,,
1998-04-10 00:00:00+00:00,,
1998-04-11 00:00:00+00:00,,
1998-04-12 00:00:00+00:00,,
1998-04-13 00:00:00+00:00,,
1998-04-14 00:00:00+00:00,,
1998-04-15 00:00:00+00:00,,
1998-04-16 00:00:00+00:00,,
1998-04-17 00:00:00+00:00,,
1998-04-18 00:00:00+00:00,,
1998-04-19 00:00:00+00:00,,
1998-04-20 00:00:00+00:00,,
1998-04-21 00:00:00+00:00,,
1998-04-22 00:00:00+00:00,,
1998-04-23 00:00:00+00:00,,
1998-04-24 00:00:00+00:00,,
1998-04-25 00:00:00+00:00,,
1998-04-26 00:00:00+00:00,,
1998-04-27 00:00:00+00:00,,
1998-04-28 00:00:00+00:00,,
1998-04-29 00:00:00+00:00,,
1998-04-30 00:00:00+00:00,,
1998-05-01 00:00:00+00:00,,
1998-05-02 00:00:00+00:00,,
1998-05-03 00:00:00+00:00,,
1998-05-04 00:00:00+00:00,,
1998-05-05 00:00:00+00:00,,
1998-05-06 00:00:00+00:00,,
1998-05-07 00:00:00+00:00,,
1998-05-08 00:00:00+00:00,,
1998-05-09 00:00:00+00:00,,
1998-05-10 00:00:00+00:00,,
1998-05-11 00:00:00+00:00,,
1998-05-12 00:00:00+00:00,,
1998-05-13 00:00:00+00:00,,
1998-05-14 00:00:00+00:00,,
1998-05-15 00:00:00+00:00,,
1998-05-16 00:00:00+00:00,,
1998-05-17 00:00:00+00:00,,
1998-05-18 00:00:00+00:00,,
1998-05-19 00:00:00+00:00,,
1998-05-20 00:00:00+00:00,,
1998-05-21 00:00:00+00:00,,
1998-05-22 00:00:00+00:00,,
1998-05-23 00:00:00+00:00,,
1998-05-24 00:00:00+00:00,,
1998-05-25 00:00:00+00:00,,
1998-05-26 00:00:00+00:00,,
1998-05-27 00:00:00+00:00,,
1998-05-28 00:00:00+00:00,,
1998-05-29 00:00:00+00:00,,
1998-05-30 00:00:00+00:00,,
